A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
" vaccinessavelives  this wild antivax movement is killing people ",8,38.60,89.42,7.84,1.00,8.00,50.00,62.50,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" my four year old got influenza b last week and ended up having a seizure this fucking pisses me off so bad we donut have insurance right now and i still took her directly to the er where she was diagnosed and we got tamiflu i cannot imagine not giving her the medicine",53,17.63,35.28,96.73,1.00,53.00,16.98,94.34,52.83,18.87,16.98,7.55,3.77,0.00,5.66,0.00,1.89,5.66,5.66,7.55,7.55,7.55,3.77,16.98,1.89,0.00,1.89,1.89,0.00,7.55,1.89,5.66,0.00,3.77,0.00,11.32,0.00,0.00,5.66,0.00,9.43,3.77,0.00,0.00,0.00,1.89,3.77,0.00,0.00,0.00,0.00,9.43,1.89,5.66,1.89,0.00,13.21,3.77,0.00,1.89,5.66,1.89,9.43,5.66,0.00,22.64,0.00,9.43,13.21,0.00,0.00,0.00,1.89,0.00,0.00,7.55,3.77,1.89,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" if my four year old stepson gets the flu you better fucking believe i'm going to insist his parents get him a goddamn dose of tamiflu although that'd be their plan because they're smart ",34,27.29,72.17,14.70,25.77,34.00,23.53,94.12,47.06,20.59,17.65,5.88,0.00,2.94,5.88,2.94,2.94,5.88,5.88,11.76,0.00,8.82,0.00,23.53,8.82,2.94,0.00,2.94,0.00,11.76,5.88,5.88,0.00,5.88,0.00,20.59,2.94,0.00,0.00,8.82,11.76,2.94,2.94,2.94,2.94,0.00,5.88,0.00,0.00,0.00,0.00,8.82,0.00,5.88,2.94,0.00,14.71,2.94,5.88,0.00,8.82,0.00,0.00,17.65,5.88,8.82,2.94,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.82,0.00,0.00
" it turns out that the story was fake the mother gave the kid the tamiflu and he still died vaccines are the best course of prevention and tamiflu might still save a few lives there is a gofundme in the article i stand by the things i said previously nn",50,88.69,78.82,12.17,63.69,50.00,14.00,86.00,56.00,12.00,6.00,4.00,0.00,0.00,2.00,0.00,6.00,18.00,8.00,8.00,6.00,4.00,0.00,20.00,6.00,2.00,0.00,0.00,2.00,6.00,4.00,2.00,0.00,0.00,0.00,12.00,2.00,0.00,2.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,6.00,0.00,2.00,4.00,2.00,2.00,10.00,10.00,2.00,12.00,2.00,4.00,6.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" on facebook antivaxxers urged a mom not to give her son tamiflu he later died  via  none of the  comments on the motherus facebook post suggested medical attention the group prolife might want to look into this antivaxx stuff deadly",40,98.58,95.99,7.84,25.77,40.00,27.50,82.50,45.00,10.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,10.00,17.50,2.50,0.00,0.00,5.00,12.50,2.50,2.50,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,5.00,0.00,5.00,5.00,10.00,2.50,0.00,2.50,2.50,0.00,2.50,2.50,2.50,0.00,0.00,2.50,0.00,2.50,0.00,0.00,7.50,7.50,0.00,0.00,0.00,0.00,2.50,7.50,2.50,15.00,0.00,10.00,2.50,0.00,5.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" remember that trending article about tamiflu today by nbc and the young boy who tragically died from the flu?nnthe mother says she called the hospital talked to doctors and gave her son the medicine they instructed nnthe entire nbc story was fake news ",44,90.88,99.00,1.00,1.00,44.00,20.45,81.82,36.36,11.36,6.82,0.00,0.00,0.00,4.55,2.27,4.55,9.09,9.09,2.27,2.27,4.55,0.00,15.91,4.55,0.00,2.27,0.00,2.27,4.55,0.00,4.55,0.00,0.00,2.27,27.27,4.55,0.00,6.82,4.55,4.55,2.27,0.00,0.00,0.00,2.27,0.00,2.27,0.00,2.27,0.00,9.09,0.00,9.09,0.00,0.00,2.27,0.00,0.00,2.27,0.00,0.00,13.64,4.55,0.00,4.55,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00
" on facebook antivaxxers urged a mom not to give her son tamiflu he later died  idiocy kills",17,93.26,99.00,1.00,1.00,17.00,17.65,76.47,35.29,11.76,11.76,0.00,0.00,0.00,11.76,0.00,0.00,5.88,11.76,0.00,0.00,0.00,5.88,11.76,5.88,5.88,0.00,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,35.29,11.76,0.00,11.76,11.76,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,11.76,0.00,5.88,5.88,0.00,5.88,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" in an interview with local news the mother claims she gave her dead son the tamiflu nndear god if she did the lawsuits against nbc will be massive as this poor woman is forced to live our her childus death again based on fake news  ",45,84.62,97.69,1.00,1.00,45.00,13.33,84.44,48.89,13.33,11.11,0.00,2.22,0.00,8.89,0.00,2.22,8.89,13.33,8.89,2.22,4.44,0.00,15.56,8.89,2.22,0.00,0.00,0.00,4.44,0.00,4.44,0.00,0.00,0.00,22.22,4.44,0.00,13.33,2.22,8.89,0.00,4.44,2.22,2.22,0.00,4.44,0.00,0.00,0.00,0.00,2.22,0.00,2.22,0.00,0.00,13.33,2.22,0.00,11.11,0.00,0.00,4.44,6.67,2.22,11.11,0.00,8.89,2.22,4.44,0.00,0.00,2.22,2.22,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" tamiflu isnut even a vaccine antivaxxers please jump off a fucking cliff ",12,99.00,20.24,23.51,25.77,12.00,33.33,58.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,0.00,8.33,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,16.67,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" however the other side of the coin would be to argue would the tamiflu itself be able to save the child nnfucked up world we live in man",28,93.26,85.81,13.15,25.77,28.00,10.71,92.86,60.71,10.71,3.57,0.00,3.57,0.00,0.00,0.00,7.14,14.29,17.86,14.29,3.57,3.57,0.00,21.43,0.00,0.00,0.00,0.00,0.00,7.14,3.57,3.57,0.00,3.57,0.00,14.29,0.00,0.00,0.00,3.57,14.29,0.00,0.00,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,14.29,3.57,3.57,7.14,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" an absolutely tragic story played out on this weeknnan antivaccine facebook group offers a mother a litany of unatural curesu for her childus influenza instead of recommending medical attention nnhe died days later  by ",34,99.00,96.11,14.70,25.77,34.00,32.35,76.47,38.24,5.88,2.94,0.00,0.00,0.00,2.94,0.00,2.94,8.82,17.65,0.00,5.88,0.00,0.00,5.88,5.88,2.94,0.00,0.00,2.94,5.88,2.94,2.94,0.00,0.00,2.94,20.59,2.94,0.00,5.88,0.00,8.82,2.94,0.00,0.00,0.00,2.94,2.94,0.00,0.00,0.00,0.00,2.94,0.00,2.94,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,11.76,0.00,5.88,5.88,0.00,5.88,0.00,0.00,0.00,2.94,2.94,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" this is one of my facebook friendus nephew itus tragic anytime a child dies uddudcnnon facebook antivaxxers urged a mom not to give her son tamiflu he later died on facebook antivaxxers urged a mom not to give her son tamiflu he later died ",44,87.93,98.80,1.00,3.73,44.00,22.73,79.55,36.36,13.64,11.36,2.27,0.00,0.00,9.09,0.00,2.27,6.82,9.09,2.27,0.00,0.00,4.55,13.64,6.82,4.55,0.00,2.27,0.00,2.27,0.00,2.27,0.00,0.00,2.27,34.09,11.36,0.00,9.09,11.36,6.82,0.00,0.00,0.00,2.27,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,6.82,0.00,2.27,0.00,0.00,4.55,9.09,0.00,9.09,0.00,2.27,6.82,0.00,6.82,0.00,0.00,0.00,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" tamiflu isn't even a vaccine it's just an orallytaken medicationnntake it from someone who wasn't taught evolution in public school because of zealots there are people who are just antiscience even at the expense of children's livesnnthis was never only about the vaccines ",43,25.35,59.18,5.92,25.77,43.00,30.23,81.40,65.12,11.63,0.00,0.00,0.00,0.00,0.00,0.00,11.63,9.30,13.95,13.95,18.60,2.33,6.98,16.28,0.00,0.00,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.95,0.00,0.00,0.00,0.00,11.63,0.00,2.33,0.00,2.33,2.33,4.65,0.00,0.00,0.00,0.00,2.33,0.00,2.33,0.00,0.00,6.98,0.00,0.00,4.65,0.00,2.33,6.98,9.30,0.00,6.98,0.00,4.65,2.33,4.65,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.30,0.00,0.00
" i had the flu about  years ago and the tamiflu really was pretty great definitely better than the time  years before that when i just did my best to sleep through it i'd love to just never get it again and avoid the bone pain and exhaustion",47,26.39,10.10,92.84,99.00,47.00,8.51,97.87,63.83,14.89,8.51,8.51,0.00,0.00,0.00,0.00,6.38,8.51,12.77,8.51,17.02,8.51,2.13,10.64,10.64,8.51,2.13,0.00,0.00,19.15,12.77,6.38,2.13,0.00,0.00,2.13,0.00,0.00,0.00,0.00,10.64,0.00,0.00,0.00,2.13,4.26,4.26,2.13,0.00,0.00,2.13,12.77,4.26,6.38,0.00,0.00,12.77,2.13,4.26,2.13,8.51,2.13,8.51,2.13,0.00,17.02,0.00,0.00,17.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.00,0.00
" it is clear antivaxxers kill children uddudennon facebook antivaxxers urged a mom not to give her son tamiflu he later died ",21,68.29,99.00,1.00,1.00,21.00,28.57,76.19,33.33,14.29,9.52,0.00,0.00,0.00,9.52,0.00,4.76,4.76,4.76,4.76,0.00,0.00,4.76,14.29,9.52,4.76,0.00,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,33.33,9.52,0.00,9.52,9.52,9.52,0.00,0.00,0.00,0.00,4.76,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,4.76,0.00,0.00,4.76,9.52,0.00,4.76,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" their doctor recommended tamiflu and they ignored that recommendation based on online idiotsnni would never say anything to them amp; maybe it wouldnut have mattered (i hope) but parents need to stop turning to the internet for quack medicine it is basically a sickness for many",46,53.96,74.30,1.00,4.13,46.00,30.43,82.61,52.17,17.39,8.70,2.17,0.00,0.00,0.00,6.52,8.70,4.35,13.04,6.52,6.52,4.35,2.17,17.39,0.00,0.00,0.00,0.00,2.17,6.52,2.17,4.35,0.00,2.17,0.00,15.22,2.17,0.00,0.00,0.00,17.39,0.00,2.17,6.52,6.52,2.17,2.17,2.17,0.00,2.17,0.00,6.52,0.00,6.52,0.00,0.00,6.52,2.17,0.00,2.17,0.00,2.17,2.17,10.87,2.17,6.52,0.00,2.17,4.35,2.17,0.00,0.00,0.00,0.00,0.00,2.17,2.17,0.00,0.00,0.00,0.00,6.52,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,4.35,0.00
" i vaccinate my kids  tamiflu isnut different  it isnut guaranteed to work and the side effects can be worse than the illness  ium sure this mother didnut intend to kill her kid",32,79.58,50.00,18.52,1.42,32.00,18.75,81.25,40.62,15.62,9.38,6.25,0.00,0.00,3.12,0.00,6.25,6.25,9.38,6.25,0.00,3.12,0.00,3.12,9.38,9.38,0.00,0.00,0.00,9.38,3.12,6.25,0.00,3.12,0.00,12.50,3.12,0.00,6.25,0.00,18.75,3.12,6.25,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,3.12,0.00,3.12,0.00,0.00,9.38,0.00,3.12,3.12,0.00,3.12,0.00,12.50,0.00,3.12,0.00,3.12,0.00,3.12,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" everyone please report tweets that are peddling anti vax junk science children's lives depend on the truthnntamiflu",17,85.92,96.11,1.00,99.00,17.00,29.41,76.47,29.41,11.76,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,5.88,5.88,0.00,0.00,0.00,17.65,0.00,0.00,0.00,0.00,0.00,11.76,11.76,0.00,0.00,0.00,0.00,17.65,0.00,0.00,0.00,0.00,17.65,0.00,5.88,0.00,5.88,11.76,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,11.76,5.88,0.00,5.88,0.00,0.00,0.00,17.65,0.00,5.88,0.00,5.88,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00
" this yang supporter is defending the mother and the antivaxxers who killed her son with flu by telling her don't give him tamiflu told her give him berries or some stupid shit fk all the way off she is garbage ",40,52.71,99.00,1.00,1.00,40.00,17.50,85.00,47.50,20.00,15.00,0.00,0.00,0.00,15.00,0.00,5.00,7.50,7.50,7.50,0.00,5.00,2.50,20.00,2.50,0.00,2.50,0.00,5.00,12.50,2.50,10.00,0.00,7.50,0.00,32.50,5.00,0.00,12.50,7.50,7.50,0.00,0.00,0.00,5.00,2.50,2.50,0.00,0.00,0.00,0.00,5.00,2.50,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,2.50,2.50,12.50,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,2.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00
" while tamiflu is a bottle of garbage you should never ask advice from antivaxxers nnthis mother should be charged with neglect and her gofundme page should be shut downnnher child suffered until the day he died ",36,46.37,97.37,1.00,1.00,36.00,22.22,75.00,50.00,8.33,8.33,0.00,0.00,2.78,5.56,0.00,0.00,5.56,11.11,16.67,2.78,8.33,2.78,27.78,2.78,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,19.44,2.78,0.00,5.56,2.78,11.11,0.00,0.00,8.33,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,2.78,0.00,0.00,5.56,11.11,0.00,13.89,0.00,2.78,11.11,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" me oh shit why is tamiflu trending?nnapparently it's this  yeah and now she's setting up a gofundme to try and cover hospital billsnnfuckingnnantivaxxers have a verifiable body count higher than antifa now",33,40.71,27.23,16.48,1.59,33.00,24.24,69.70,48.48,12.12,6.06,3.03,0.00,0.00,3.03,0.00,6.06,6.06,9.09,12.12,9.09,6.06,0.00,15.15,6.06,6.06,3.03,0.00,0.00,3.03,0.00,3.03,0.00,3.03,0.00,3.03,0.00,0.00,3.03,0.00,9.09,0.00,3.03,0.00,3.03,0.00,3.03,0.00,0.00,0.00,0.00,9.09,6.06,3.03,0.00,0.00,9.09,0.00,3.03,6.06,0.00,0.00,0.00,21.21,0.00,12.12,0.00,6.06,6.06,0.00,0.00,0.00,0.00,0.00,0.00,9.09,3.03,0.00,3.03,3.03,0.00,9.09,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,6.06,0.00,0.00
" shut the facebook group down and charge the parents with neglect so fucking tired of these antivaxxing assholes nnon facebook antivaxxers urged a mom not to give her son tamiflu he later died  via ",34,95.58,92.92,2.14,1.00,34.00,26.47,82.35,41.18,8.82,5.88,0.00,0.00,0.00,5.88,0.00,2.94,8.82,14.71,0.00,2.94,5.88,2.94,8.82,11.76,2.94,0.00,0.00,2.94,8.82,0.00,8.82,0.00,5.88,2.94,26.47,8.82,0.00,5.88,5.88,2.94,0.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,8.82,2.94,2.94,2.94,0.00,14.71,11.76,0.00,2.94,0.00,0.00,2.94,2.94,0.00,11.76,0.00,8.82,2.94,0.00,5.88,0.00,0.00,0.00,2.94,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" nothing is  but now weull never know if heud have lived because of his motherus stupidity nntamiflu can be lifesaving if started within  hours  itus why my hospital stocks a pandemic supply for every staff member",36,24.62,13.32,39.76,2.09,36.00,25.00,77.78,50.00,5.56,5.56,2.78,0.00,0.00,2.78,0.00,0.00,2.78,8.33,11.11,8.33,11.11,5.56,16.67,0.00,0.00,2.78,0.00,2.78,2.78,0.00,2.78,0.00,2.78,0.00,5.56,0.00,0.00,0.00,2.78,25.00,2.78,5.56,5.56,5.56,8.33,8.33,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,2.78,0.00,2.78,0.00,0.00,5.56,16.67,0.00,13.89,0.00,2.78,11.11,5.56,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"  a friendly psa fuck antivaxxers",5,99.00,50.00,1.00,1.00,5.00,40.00,60.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,20.00,0.00,20.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" because people are fucking stupid tamiflu isnut a vaccine itus a good medicine to treat the flu every person who told her not to give it to her son has that childus death on them they killed him with their bullshit",41,73.41,97.41,1.00,3.09,41.00,17.07,87.80,51.22,21.95,14.63,0.00,0.00,0.00,7.32,7.32,7.32,7.32,12.20,4.88,0.00,2.44,2.44,9.76,4.88,0.00,2.44,0.00,2.44,12.20,4.88,7.32,0.00,7.32,0.00,29.27,2.44,0.00,4.88,4.88,7.32,0.00,2.44,0.00,0.00,2.44,2.44,0.00,0.00,0.00,0.00,7.32,0.00,4.88,2.44,0.00,2.44,0.00,0.00,0.00,2.44,0.00,2.44,7.32,0.00,2.44,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,4.88,4.88,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i had a short duration ( hours symptomatic )influenza a last weekend i had a shot and tamiflu ium still coughing and worn out but without iud likely just get getting over acute symptoms and have infected my entire family their flu shots protected them from me",46,53.96,19.23,88.68,25.77,46.00,23.91,82.61,47.83,13.04,13.04,8.70,0.00,0.00,0.00,4.35,0.00,6.52,8.70,6.52,4.35,8.70,2.17,13.04,4.35,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,6.52,2.17,0.00,0.00,0.00,8.70,0.00,0.00,0.00,2.17,2.17,4.35,0.00,0.00,0.00,0.00,10.87,0.00,10.87,0.00,0.00,10.87,2.17,0.00,2.17,4.35,2.17,6.52,4.35,0.00,15.22,0.00,6.52,8.70,0.00,4.35,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00
" whous afraid? health professionals who care about the lives of children ucother ways of knowingud killed this child ",18,97.07,95.20,1.00,1.00,9.00,22.22,77.78,33.33,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,5.56,16.67,0.00,5.56,0.00,0.00,11.11,5.56,0.00,5.56,0.00,0.00,16.67,5.56,11.11,5.56,5.56,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00
" fake medical news and science deniers deadly combinationnyearold dies after facebook antivaxxers advise mother to put potatoes in his socks instead of giving him tamiflu  ",25,93.26,97.69,1.59,25.77,25.00,36.00,72.00,32.00,8.00,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,16.00,0.00,4.00,4.00,0.00,12.00,8.00,4.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,24.00,4.00,0.00,4.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,12.00,4.00,4.00,4.00,8.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" death of a yonmum used ucnatural curesud to treat her unvaccinated flu diagnosed children peppermint oil vit c amp; lavendernthese failednshe sought facebook antivaxxers advice breastmilk thyme elderberry  withhold prescribed tamiflu??nantivaxdeathnvaccinationssavelives  ",32,97.36,89.42,1.00,25.77,32.00,50.00,53.12,12.50,3.12,3.12,0.00,0.00,0.00,3.12,0.00,0.00,3.12,6.25,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,6.25,3.12,3.12,0.00,0.00,3.12,12.50,0.00,0.00,3.12,0.00,9.38,6.25,3.12,0.00,0.00,0.00,0.00,6.25,3.12,0.00,0.00,12.50,3.12,9.38,3.12,0.00,9.38,3.12,3.12,6.25,0.00,3.12,6.25,0.00,0.00,0.00,0.00,0.00,0.00,3.12,3.12,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,9.38,0.00,0.00,0.00,3.12,6.25,0.00,0.00,0.00,0.00,0.00,0.00
" i gave my kids tamiflu once and never again they barfed up a storm from it it's really hard on their tummies it's not a vaccine or antibiotic it just maybe helps the flu go away faster no one knows whether the kid would have survived with or without it sad all around",53,25.45,12.88,96.73,25.77,53.00,13.21,88.68,62.26,16.98,7.55,3.77,0.00,0.00,0.00,3.77,9.43,7.55,13.21,7.55,11.32,7.55,7.55,15.09,5.66,1.89,1.89,3.77,1.89,3.77,1.89,1.89,0.00,0.00,1.89,11.32,0.00,0.00,0.00,0.00,20.75,1.89,0.00,1.89,5.66,3.77,11.32,1.89,0.00,0.00,1.89,1.89,0.00,1.89,0.00,0.00,7.55,1.89,1.89,3.77,0.00,0.00,1.89,11.32,0.00,16.98,3.77,7.55,7.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.77,0.00,0.00
" itus very easy to get exempt from vaccinations you claim that they are against your religious beliefs and they will let you attend anyway nnjust a note that tamiflu is not a vaccine",33,25.19,93.50,6.95,80.64,33.00,18.18,75.76,60.61,21.21,15.15,0.00,0.00,9.09,0.00,6.06,6.06,6.06,9.09,12.12,6.06,3.03,3.03,15.15,3.03,0.00,0.00,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,15.15,0.00,0.00,0.00,0.00,9.09,3.03,0.00,0.00,0.00,0.00,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,3.03,0.00,0.00,12.12,3.03,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,6.06,0.00,3.03,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
