Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
" day  of the flu nni got another doctor's notework excuse to cover this weekend i felt decent on monday and thought it would continue (because of last oct's flu shot and the current tamiflu) but that changed yesterday when it felt like day  again",44,64.08,41.03,99.00,68.66,44.00,25.00,86.36,45.45,13.64,2.27,2.27,0.00,0.00,0.00,0.00,11.36,4.55,11.36,2.27,4.55,11.36,0.00,13.64,0.00,2.27,2.27,0.00,2.27,2.27,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,15.91,6.82,4.55,2.27,0.00,0.00,2.27,4.55,0.00,0.00,4.55,6.82,0.00,6.82,0.00,0.00,4.55,0.00,0.00,2.27,2.27,0.00,11.36,4.55,0.00,27.27,2.27,2.27,22.73,2.27,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00
" and the dozens of children who've been vaccinated for the flu and took tamiflu and still died? have you not heard of them? tamiflu is a killer it causes sudden death that's why only about  doctors recommend it they know ",40,32.01,89.42,3.37,2.89,13.33,15.00,90.00,57.50,15.00,7.50,0.00,0.00,2.50,0.00,5.00,7.50,7.50,10.00,10.00,10.00,7.50,2.50,20.00,2.50,0.00,2.50,2.50,0.00,2.50,0.00,2.50,0.00,2.50,0.00,15.00,0.00,0.00,0.00,0.00,10.00,2.50,5.00,0.00,0.00,0.00,2.50,2.50,0.00,2.50,0.00,5.00,0.00,5.00,0.00,0.00,7.50,0.00,0.00,5.00,2.50,0.00,10.00,10.00,0.00,5.00,0.00,0.00,5.00,2.50,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00
" tamiflu has never been or used as a vaccine it is an antiviral it's key ingredient has been proven to help your body and more than likely decrease time of recovery tamiflu does work (for what it's intended to do) but people keep speaking about it as if it was a placebo",52,28.63,50.00,5.76,25.77,52.00,19.23,84.62,59.62,13.46,1.92,0.00,0.00,1.92,0.00,0.00,11.54,5.77,15.38,19.23,3.85,11.54,1.92,25.00,7.69,7.69,1.92,0.00,1.92,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,17.31,1.92,3.85,1.92,5.77,3.85,7.69,1.92,0.00,1.92,0.00,1.92,1.92,0.00,0.00,0.00,5.77,1.92,3.85,1.92,0.00,0.00,7.69,17.31,0.00,3.85,0.00,0.00,3.85,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00
" the only insane people here are this brandy woman the nbc and all the rabbied followers who couldn't wait two seconds to spew hate on this poor woman without knowing the facts besides tamiflu has never helped one living soul ",40,72.69,59.88,3.37,1.00,40.00,20.00,87.50,45.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,7.50,10.00,10.00,7.50,7.50,2.50,7.50,20.00,5.00,0.00,2.50,5.00,2.50,5.00,0.00,5.00,0.00,2.50,0.00,12.50,0.00,2.50,5.00,0.00,17.50,2.50,0.00,5.00,0.00,7.50,2.50,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,2.50,10.00,0.00,10.00,0.00,2.50,7.50,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00
" tweet was funny highkey but lemme warn yuall rq; tamiflu makes ur heart stop in ur sleep and almost killed my uncle itus honestly a miracle heus alive stay woke ppl that shit is dangerous just tough the flu outuddude",40,59.74,84.14,7.84,1.00,40.00,15.00,77.50,32.50,10.00,7.50,2.50,0.00,5.00,0.00,0.00,2.50,5.00,2.50,5.00,5.00,5.00,0.00,12.50,10.00,0.00,0.00,0.00,0.00,17.50,5.00,10.00,0.00,5.00,0.00,12.50,2.50,0.00,0.00,2.50,7.50,0.00,2.50,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,12.50,7.50,5.00,0.00,0.00,10.00,2.50,0.00,0.00,0.00,7.50,5.00,7.50,0.00,7.50,2.50,5.00,2.50,0.00,0.00,0.00,0.00,0.00,5.00,10.00,2.50,7.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" people die for many different reasonsfrom meds from no meds from vaccines some never build any immunity even with boosters you can not say the child would have lived with tamifluyou don't know",33,66.08,38.08,6.95,25.77,33.00,18.18,81.82,45.45,3.03,3.03,0.00,0.00,3.03,0.00,0.00,0.00,3.03,15.15,12.12,6.06,0.00,12.12,21.21,3.03,3.03,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,12.12,0.00,0.00,0.00,0.00,24.24,6.06,3.03,3.03,6.06,3.03,6.06,3.03,0.00,3.03,0.00,6.06,0.00,6.06,0.00,0.00,3.03,0.00,0.00,3.03,0.00,0.00,3.03,18.18,0.00,3.03,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00
"  ar does not qualify as gun under federal definitionn brooklyn teen shot killed while rapping on facebook liven child dies of flu after facebook antivaxxer group convinces mother not to administer tamiflu as prescribed by doctorn model group accuses victoria",40,96.79,77.33,27.99,2.89,40.00,37.50,65.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,2.50,0.00,7.50,5.00,5.00,7.50,7.50,0.00,0.00,5.00,2.50,0.00,2.50,0.00,2.50,0.00,17.50,2.50,0.00,2.50,0.00,7.50,2.50,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,7.50,0.00,7.50,0.00,0.00,22.50,10.00,2.50,12.50,2.50,0.00,0.00,5.00,0.00,10.00,0.00,5.00,5.00,2.50,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" this is fucking awful nnpeople who actively take herbology studies seriously  (myself included) are always the first to say 'go to your doc and listen' people riding fad lifestyles feeding misinformation without education absolutely horrifying ",35,60.73,71.61,26.00,1.00,35.00,40.00,80.00,37.14,11.43,5.71,2.86,0.00,2.86,0.00,0.00,5.71,2.86,8.57,5.71,5.71,2.86,2.86,20.00,5.71,0.00,2.86,2.86,0.00,11.43,2.86,8.57,0.00,2.86,0.00,14.29,0.00,0.00,0.00,0.00,8.57,0.00,0.00,0.00,0.00,5.71,2.86,5.71,0.00,5.71,0.00,5.71,0.00,0.00,2.86,2.86,8.57,0.00,2.86,2.86,2.86,0.00,2.86,17.14,0.00,11.43,5.71,0.00,5.71,5.71,0.00,0.00,0.00,0.00,0.00,5.71,2.86,0.00,2.86,0.00,0.00,11.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,5.71,0.00
" nbc reports that members of the ucstop mandatory vaccinesud groupmasscontact parents whose children have died and suggest without evidence that vaccines may be to blame give these fuckers the walln",30,70.69,95.20,1.00,1.00,30.00,40.00,80.00,43.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,13.33,6.67,10.00,10.00,0.00,3.33,3.33,16.67,0.00,0.00,3.33,0.00,3.33,6.67,0.00,6.67,0.00,6.67,0.00,26.67,3.33,0.00,0.00,0.00,10.00,3.33,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,10.00,0.00,3.33,0.00,0.00,3.33,10.00,3.33,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,3.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" iuve honestly never given my kids tamiflu but if they had a fever of  amp; had a seizure amp; i had to do cpr fuck that i would do whatever the doc said to help my kids feel better people hate vaccines because god forbid they get autism but will let their kids die itus nuts",56,25.07,50.00,7.84,6.15,56.00,10.71,82.14,50.00,16.07,12.50,7.14,0.00,0.00,0.00,5.36,3.57,5.36,5.36,14.29,1.79,7.14,1.79,28.57,1.79,1.79,1.79,0.00,0.00,8.93,3.57,5.36,0.00,3.57,0.00,16.07,0.00,0.00,0.00,0.00,12.50,1.79,1.79,3.57,1.79,1.79,5.36,3.57,0.00,1.79,1.79,5.36,0.00,3.57,1.79,0.00,8.93,1.79,1.79,5.36,3.57,0.00,8.93,14.29,1.79,1.79,0.00,0.00,1.79,0.00,0.00,0.00,0.00,1.79,1.79,1.79,1.79,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" one of her kids passed away because she refused to take him to the hospital amp; give him tamiflu yuall antivaxxers are fucking nuts amp; if youure one amp; youure offended go ahead and block me i will never understand how someone can let their kid go through this ",49,34.50,84.63,3.63,1.00,49.00,20.41,79.59,51.02,18.37,14.29,4.08,0.00,0.00,8.16,2.04,4.08,2.04,12.24,8.16,4.08,8.16,2.04,18.37,2.04,0.00,2.04,4.08,0.00,4.08,0.00,4.08,0.00,4.08,0.00,20.41,0.00,0.00,4.08,4.08,12.24,2.04,4.08,2.04,4.08,2.04,2.04,0.00,0.00,0.00,0.00,4.08,0.00,2.04,2.04,0.00,8.16,0.00,2.04,4.08,2.04,0.00,2.04,14.29,4.08,12.24,6.12,2.04,4.08,0.00,0.00,0.00,0.00,0.00,0.00,2.04,2.04,0.00,0.00,0.00,0.00,6.12,0.00,0.00,0.00,6.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" and there is no fing way to know if tamiflu would have worked amp; saved him it's deeply terrible that she has a dead son who died of the flu it is a deadly virus she may have been given bad advice but it was the flu that killed her son i am all for vaccinations btw",57,15.62,75.87,1.00,1.00,57.00,5.26,87.72,57.89,19.30,8.77,1.75,0.00,0.00,7.02,0.00,10.53,7.02,5.26,19.30,1.75,5.26,1.75,26.32,1.75,0.00,1.75,0.00,1.75,5.26,0.00,5.26,0.00,1.75,0.00,14.04,3.51,0.00,5.26,5.26,10.53,1.75,0.00,3.51,3.51,1.75,3.51,0.00,0.00,0.00,0.00,3.51,0.00,3.51,0.00,0.00,3.51,0.00,1.75,0.00,0.00,1.75,8.77,14.04,1.75,3.51,0.00,3.51,0.00,1.75,0.00,0.00,0.00,0.00,5.26,1.75,0.00,1.75,0.00,0.00,0.00,3.51,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,1.75,0.00,0.00
" if you havenut read this story yet please do larry cook and his dangerous antivaccination group stop mandatory vaccination must be shut down before any more children die  misinformationkills vaccinessavelives",30,43.23,95.20,3.37,25.77,30.00,26.67,76.67,36.67,10.00,6.67,0.00,0.00,3.33,3.33,0.00,3.33,0.00,6.67,10.00,3.33,6.67,0.00,20.00,13.33,6.67,0.00,0.00,10.00,6.67,3.33,3.33,0.00,0.00,0.00,16.67,0.00,0.00,0.00,3.33,10.00,0.00,0.00,6.67,6.67,3.33,3.33,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,3.33,16.67,3.33,0.00,6.67,0.00,6.67,0.00,10.00,0.00,16.67,0.00,6.67,10.00,3.33,3.33,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" stop yourself this is not the first child to die from the flu this year alone the others had the flu shot and took tamiflu and still passed this mom has said this boy also had both of those things the flu kills people it's devastating no fault to be placed",51,37.29,72.17,28.81,1.00,51.00,5.88,96.08,56.86,17.65,1.96,0.00,0.00,1.96,0.00,0.00,15.69,9.80,7.84,11.76,3.92,5.88,3.92,19.61,1.96,0.00,0.00,1.96,1.96,7.84,0.00,7.84,0.00,1.96,3.92,11.76,1.96,0.00,1.96,1.96,3.92,0.00,0.00,0.00,0.00,0.00,3.92,1.96,0.00,1.96,0.00,5.88,0.00,5.88,0.00,0.00,9.80,0.00,1.96,1.96,1.96,3.92,11.76,9.80,0.00,13.73,1.96,3.92,7.84,0.00,0.00,0.00,0.00,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00
" these lying cowards implying tamiflu would have saved him in the uk i've never ever met a doctor who would recommend this medication because it's considered useless and not worth the side effects i feel for this mother  ",38,12.81,60.39,33.36,1.00,38.00,23.68,92.11,55.26,21.05,7.89,5.26,0.00,0.00,2.63,0.00,13.16,7.89,5.26,13.16,5.26,5.26,5.26,23.68,0.00,0.00,2.63,0.00,0.00,5.26,0.00,5.26,0.00,2.63,2.63,15.79,2.63,0.00,2.63,2.63,26.32,7.89,7.89,5.26,0.00,5.26,2.63,2.63,0.00,0.00,2.63,5.26,0.00,5.26,0.00,0.00,10.53,2.63,0.00,7.89,0.00,0.00,2.63,10.53,0.00,10.53,0.00,5.26,5.26,2.63,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
" it's not negligent to avoid a medication that doesn't work you silly man thank god i live in the uk where our sensible national health service doesn't recommend this useless product ",31,28.19,62.65,20.84,25.77,31.00,25.81,90.32,45.16,19.35,9.68,3.23,3.23,3.23,0.00,0.00,9.68,6.45,6.45,9.68,3.23,0.00,9.68,16.13,6.45,0.00,3.23,0.00,0.00,12.90,6.45,6.45,3.23,0.00,3.23,12.90,0.00,0.00,0.00,3.23,6.45,0.00,3.23,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,9.68,0.00,9.68,0.00,0.00,16.13,3.23,3.23,6.45,0.00,3.23,0.00,19.35,0.00,9.68,0.00,9.68,0.00,9.68,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00
" this debate will never end a yearold boy died of the flu after an antivaxxer facebook group told his mom to treat him with elderberries and breast milk instead of tamiflu ",31,93.26,97.31,1.00,83.22,31.00,19.35,87.10,48.39,9.68,6.45,0.00,0.00,0.00,6.45,0.00,3.23,9.68,16.13,3.23,6.45,3.23,3.23,9.68,3.23,3.23,0.00,0.00,3.23,3.23,3.23,0.00,0.00,0.00,0.00,25.81,3.23,0.00,3.23,9.68,6.45,0.00,0.00,0.00,0.00,3.23,3.23,0.00,0.00,0.00,0.00,9.68,3.23,3.23,3.23,3.23,6.45,6.45,0.00,0.00,0.00,0.00,6.45,0.00,3.23,9.68,0.00,0.00,9.68,0.00,3.23,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" this was false reporting dan you are smarter than that look into it the mother did give her son tamiflu as her doctors recommended and then he died the reporter never interviewed the mother and had fake news big lawsuit coming",41,33.72,98.52,1.17,25.77,41.00,19.51,90.24,51.22,17.07,9.76,0.00,0.00,2.44,7.32,0.00,7.32,7.32,7.32,9.76,2.44,9.76,2.44,19.51,12.20,7.32,0.00,0.00,0.00,4.88,2.44,2.44,0.00,0.00,0.00,24.39,7.32,0.00,9.76,4.88,4.88,0.00,0.00,0.00,0.00,2.44,2.44,2.44,2.44,0.00,0.00,2.44,0.00,2.44,0.00,0.00,7.32,0.00,0.00,7.32,0.00,0.00,9.76,7.32,4.88,12.20,2.44,4.88,4.88,12.20,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i see the article trending that a colorado boy dies from flu due to mom not giving the child tamiflu ium which she was prescribed by the child doctor hot take if you didnut go to medical school or do not study medicine shut the fuck up",47,91.05,50.00,15.43,25.77,47.00,14.89,89.36,44.68,10.64,6.38,2.13,0.00,2.13,2.13,0.00,4.26,10.64,10.64,4.26,0.00,4.26,4.26,19.15,4.26,0.00,2.13,0.00,0.00,4.26,2.13,2.13,0.00,2.13,0.00,14.89,2.13,0.00,4.26,2.13,8.51,0.00,0.00,2.13,4.26,0.00,8.51,6.38,4.26,0.00,2.13,12.77,0.00,10.64,2.13,0.00,10.64,0.00,0.00,8.51,2.13,0.00,2.13,12.77,0.00,8.51,2.13,4.26,2.13,6.38,0.00,0.00,0.00,0.00,2.13,2.13,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" look at the research on tamiflu itus not recommended for children that young  the risks out weight the benefits  i listened to a nurse practitioner at a minute clinic  my  year old kept throwing up without other signs of flu b (test  for) amp; liver count went very high",49,99.00,20.71,97.35,25.77,49.00,18.37,85.71,42.86,8.16,4.08,4.08,0.00,0.00,0.00,0.00,4.08,10.20,20.41,0.00,2.04,0.00,4.08,8.16,4.08,0.00,0.00,0.00,0.00,4.08,2.04,2.04,2.04,0.00,0.00,6.12,0.00,0.00,0.00,0.00,6.12,0.00,0.00,0.00,0.00,0.00,6.12,6.12,2.04,2.04,2.04,10.20,2.04,6.12,0.00,2.04,10.20,0.00,0.00,6.12,2.04,2.04,6.12,2.04,0.00,22.45,2.04,12.24,8.16,6.12,0.00,0.00,0.00,0.00,0.00,2.04,0.00,2.04,0.00,0.00,0.00,6.12,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,0.00,4.08,0.00
" this doesnut change the fact that vaccines are toxic and tamiflu is horrible drug and remember you canut patent (make tons of money) nature so it will be demonized by the msm until jesus comes back alsoyouull never hear all the stories of ppl who died from the shottamiflu",49,62.94,84.63,7.24,4.76,49.00,18.37,79.59,46.94,10.20,2.04,0.00,0.00,2.04,0.00,0.00,8.16,8.16,10.20,8.16,6.12,8.16,2.04,18.37,2.04,0.00,2.04,0.00,4.08,2.04,0.00,2.04,2.04,0.00,0.00,10.20,0.00,0.00,0.00,0.00,12.24,2.04,4.08,0.00,0.00,6.12,0.00,2.04,0.00,2.04,0.00,4.08,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,12.24,2.04,10.20,4.08,2.04,6.12,0.00,0.00,0.00,2.04,2.04,2.04,2.04,0.00,2.04,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,0.00
" on facebook antivaxxers urged a mom not to give her son tamiflu he later died  via  worldwide the flu kills thousands each year  this was preventable and unfortunately this family must live with the consequences",35,90.18,92.33,1.00,1.00,35.00,22.86,88.57,42.86,11.43,5.71,0.00,0.00,0.00,5.71,0.00,5.71,8.57,11.43,5.71,0.00,2.86,2.86,14.29,2.86,2.86,0.00,2.86,2.86,5.71,0.00,5.71,0.00,2.86,0.00,20.00,8.57,0.00,5.71,5.71,8.57,0.00,2.86,2.86,0.00,2.86,2.86,0.00,0.00,0.00,0.00,5.71,0.00,5.71,0.00,0.00,11.43,5.71,0.00,0.00,0.00,5.71,5.71,5.71,0.00,11.43,0.00,5.71,5.71,0.00,5.71,2.86,0.00,0.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" iud never recommend tamiflu   flu almost gone but ium living in the bathroom uddude",14,68.29,23.75,89.63,25.77,14.00,21.43,71.43,35.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,14.29,7.14,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,7.14,7.14,7.14,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,21.43,7.14,7.14,7.14,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" okay cause and effect here c'mon tamiflu causes the psychosis that causes the suicide the psychosis wouldn't have happened without the tamiflu so what does that mean? the tamiflu caused the suicide and therefore did kill someone but you can believe what you will udeudduduufe0f",46,20.26,58.59,4.59,25.77,23.00,30.43,84.78,56.52,15.22,4.35,0.00,0.00,4.35,0.00,0.00,10.87,13.04,2.17,13.04,6.52,8.70,4.35,17.39,2.17,0.00,4.35,0.00,0.00,4.35,2.17,2.17,0.00,2.17,0.00,6.52,0.00,0.00,0.00,0.00,26.09,6.52,13.04,2.17,2.17,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,10.87,2.17,2.17,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,6.52,2.17,0.00,0.00,2.17,0.00,0.00,6.52,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,4.35,0.00,0.00
" this mama did not ucwillingly killud her own child she made a judgment call on deadly tamiflu and has never claimed to be an antivaxx parent she took him in and the doctors dismissed her concerns of dayslong fever they are more at fault than she",46,60.05,93.58,1.00,1.00,46.00,19.57,80.43,54.35,17.39,15.22,0.00,0.00,0.00,13.04,2.17,2.17,6.52,13.04,8.70,2.17,4.35,4.35,13.04,4.35,4.35,0.00,0.00,2.17,4.35,0.00,4.35,0.00,2.17,0.00,23.91,4.35,0.00,13.04,2.17,8.70,0.00,2.17,0.00,0.00,2.17,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,10.87,2.17,0.00,4.35,2.17,2.17,6.52,6.52,0.00,10.87,0.00,6.52,4.35,2.17,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i see tamiflu trending because facebook mom anti vax warriors are apparently now also anti treatment in the event of the actual fucking flu reigning terror and her son died based on her version of fucking religion might as well leave him in a car in summer heat stdegreemurder",49,81.96,65.86,21.80,1.00,49.00,26.53,81.63,44.90,8.16,8.16,2.04,0.00,0.00,6.12,0.00,0.00,6.12,14.29,4.08,8.16,8.16,0.00,12.24,6.12,2.04,0.00,0.00,0.00,8.16,2.04,6.12,2.04,4.08,0.00,12.24,4.08,0.00,6.12,4.08,10.20,0.00,4.08,0.00,4.08,0.00,2.04,2.04,2.04,0.00,0.00,8.16,0.00,4.08,6.12,0.00,6.12,2.04,0.00,4.08,0.00,0.00,2.04,8.16,2.04,18.37,4.08,8.16,6.12,0.00,2.04,0.00,0.00,2.04,2.04,6.12,4.08,0.00,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" tamiflu is just as effective as potatoes in socks just so you know people die from complications from flu those complications develop with or without taking tamiflu tamiflu  day better at drawing flu to an end itus garbage vaccineeeeeee is uddudd not tamiflu",43,84.10,32.10,77.74,69.60,43.00,30.23,76.74,44.19,4.65,2.33,0.00,0.00,2.33,0.00,0.00,2.33,2.33,20.93,4.65,6.98,9.30,4.65,11.63,6.98,6.98,0.00,0.00,0.00,2.33,2.33,0.00,0.00,0.00,0.00,4.65,0.00,0.00,0.00,0.00,16.28,9.30,2.33,0.00,2.33,0.00,6.98,0.00,0.00,0.00,0.00,6.98,0.00,4.65,0.00,2.33,4.65,0.00,2.33,0.00,4.65,0.00,0.00,9.30,0.00,9.30,0.00,4.65,4.65,2.33,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i did reply  they need to leave that mother alone  i hope she lawyerus up  brandy is wrong for posting what she did  there is pending litigation re tamiflu  fraud  kids have died from taking it  horrific",37,33.21,86.02,1.00,2.30,37.00,16.22,78.38,48.65,21.62,13.51,5.41,0.00,0.00,5.41,2.70,8.11,0.00,10.81,13.51,2.70,0.00,0.00,27.03,5.41,0.00,2.70,0.00,0.00,8.11,2.70,5.41,0.00,0.00,2.70,16.22,2.70,0.00,8.11,0.00,5.41,0.00,0.00,5.41,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.81,0.00,0.00,5.41,2.70,2.70,8.11,16.22,2.70,5.41,2.70,2.70,0.00,2.70,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" it reduces complications people die from the flu it can be deadly in people with chronic health problems instead of getting pneumonia and dying from the flu people get a much milder infection and live tamiflu works",37,95.42,70.57,1.65,2.30,37.00,24.32,89.19,40.54,5.41,0.00,0.00,0.00,0.00,0.00,0.00,5.41,8.11,13.51,5.41,2.70,5.41,0.00,16.22,2.70,2.70,0.00,0.00,2.70,2.70,0.00,2.70,0.00,0.00,0.00,8.11,0.00,0.00,0.00,0.00,8.11,2.70,0.00,2.70,0.00,0.00,2.70,0.00,0.00,0.00,0.00,16.22,0.00,16.22,0.00,0.00,10.81,0.00,2.70,0.00,5.41,2.70,0.00,16.22,0.00,5.41,0.00,2.70,2.70,2.70,0.00,0.00,0.00,0.00,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" it is sad this this child died and itus horrible that the family is going through this but this should be a warning to the antivaxx movement ignorance kills get your kids vaccinated and take your doctorus recommendations not some random personus on fb tamiflu antivax ",46,47.75,90.38,2.02,1.00,46.00,26.09,84.78,47.83,17.39,4.35,0.00,0.00,4.35,0.00,0.00,13.04,6.52,6.52,8.70,0.00,6.52,2.17,17.39,6.52,0.00,0.00,0.00,2.17,8.70,0.00,8.70,2.17,2.17,2.17,15.22,2.17,0.00,0.00,0.00,10.87,0.00,0.00,2.17,4.35,0.00,4.35,0.00,0.00,0.00,0.00,2.17,0.00,2.17,0.00,0.00,15.22,4.35,0.00,4.35,4.35,2.17,2.17,10.87,2.17,6.52,4.35,2.17,0.00,2.17,2.17,2.17,0.00,0.00,4.35,2.17,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
